61;одни;один;DET;_;Case=Nom|Degree=Pos|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#23.312#23.466
62;и;и;CCONJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#23.466#23.62
63;те;тот;DET;_;Case=Nom|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#23.62#23.774
64;же;же;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#23.774#23.928
65;люди;человек;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#23.928#24.094
66;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@mvs1985m-words#@mvs1985m#27.0#27.189
67;у;у;ADP;_;_;_;_;_;@mvs1985m-words#@mvs1985m#27.189#27.378
68;вас;вы;PRON;_;Case=Gen|Number=Plur|Person=2;_;_;_;@mvs1985m-words#@mvs1985m#27.378#27.567
69;спрашиваю;спрашивать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#27.567#27.757 
70;но;но;CCONJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#144.242#144.517
71;здесь;здесь;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#144.517#144.792
72;как;как;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#144.792#145.067
73;бы;бы;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#145.067#145.342
74;мне;я;PRON;_;Case=Dat|Number=Sing|Person=1;_;_;_;@mvs1985m-words#@mvs1985m#145.342#145.617
75;кажется;казаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@mvs1985m-words#@mvs1985m#145.617#145.892
76;значительный;значительный;ADJ;_;Case=Nom|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#145.892#146.167
77;нюанс;нюанс;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#146.167#146.442
78;в;в;ADP;_;_;_;_;_;@mvs1985m-words#@mvs1985m#146.442#146.717
79;том;тот;DET;_;Case=Loc|Gender=Masc|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#146.717#146.992
80;што;что;SCONJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#146.992#147.267
81;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;_;_;_;@mvs1985m-words#@mvs1985m#147.267#147.542
82;на;на;ADP;_;_;_;_;_;@mvs1985m-words#@mvs1985m#147.542#147.817
83;самом;самое;ADJ;_;Case=Loc|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#147.817#148.092
84;деле;дело;NOUN;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#148.092#148.367
85;все;все;DET;_;Case=Nom|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#148.367#148.642
86;очень;очень;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#148.642#148.917
87;молодыми;молодой;ADJ;_;Case=Ins|Degree=Pos|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#148.917#149.192
88;начали;начать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#149.192#149.467
89;именно;именно;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#149.467#149.742
90;поэтому;поэтому;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#149.742#150.017
91;нам;мы;PRON;_;Case=Dat|Number=Plur|Person=1;_;_;_;@mvs1985m-words#@mvs1985m#150.017#150.292
92;кажется;казаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@mvs1985m-words#@mvs1985m#150.292#150.567
93;будто;будто;SCONJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#150.567#150.842
94;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#150.842#151.117
95;ещё;еще;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#151.117#151.392
96;терпимо;терпимый;ADJ;_;Degree=Pos|Gender=Neut|Number=Sing|Variant=Short;_;_;_;@mvs1985m-words#@mvs1985m#151.392#151.667
97;65;65;NUM;_;_;_;_;_;@mvs1985m-words#@mvs1985m#151.667#151.942
98;лет;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#151.942#152.217
99;поднимались;подниматься;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@mvs1985m-words#@mvs1985m#152.217#152.492
100;по;по;ADP;_;_;_;_;_;@mvs1985m-words#@mvs1985m#152.492#152.767
101;иерархии;иерархия;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#152.767#153.042
102;...;...;PUNCT;_;_;_;_;_;@mvs1985m-words#@mvs1985m#153.043#153.5
103;хорошо;хорошо;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#155.01#155.217
104;60;60;NUM;_;_;_;_;_;@mvs1985m-words#@mvs1985m#155.217#155.424
105;так;так;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#155.424#155.631
106;или;или;CCONJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#155.631#155.838
107;иначе;иначе;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#155.838#156.045
108;всё;все;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#156.045#156.252
109;равно;равный;ADJ;_;Degree=Pos|Gender=Neut|Number=Sing|Variant=Short;_;_;_;@mvs1985m-words#@mvs1985m#156.252#156.459
110;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#156.459#156.666
111;все;весь;DET;_;Case=Nom|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#156.666#156.873
112;те;тот;DET;_;Case=Nom|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#156.873#157.08
113;же;же;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#157.08#157.287
114;самые;самый;ADJ;_;Case=Nom|Degree=Pos|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#157.287#157.494
115;люди;человек;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#157.494#157.701
116;который;который;PRON;_;Case=Nom;_;_;_;@mvs1985m-words#@mvs1985m#157.701#157.908
117;были;быть;AUX;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#157.908#158.115
118;у;у;ADP;_;_;_;_;_;@mvs1985m-words#@mvs1985m#158.115#158.322
119;...;...;PUNCT;_;_;_;_;_;@mvs1985m-words#@mvs1985m#158.322#158.333
120;правили;править;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#158.322#158.529
121;россией;россия;NOUN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#158.529#158.736
122;20;20;NUM;_;_;_;_;_;@mvs1985m-words#@mvs1985m#158.736#158.943
123;лет;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#158.943#159.15
124;назад;назад;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#159.15#159.357
125;просто;просто;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#159.357#159.564
126;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;_;_;_;@mvs1985m-words#@mvs1985m#159.564#159.771
127;начали;начать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#159.771#159.978
128;молодыми;молодой;ADJ;_;Case=Ins|Degree=Pos|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#159.978#160.2
129;оо;оо;INTJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#181.147#181.284
130;ээ;ээ;INTJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#181.284#181.421
131;об;о;ADP;_;_;_;_;_;@mvs1985m-words#@mvs1985m#181.421#181.558
132;этом;этот;PRON;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#181.558#181.695
133;зрители;зритель;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#181.695#181.832
134;моего;мой;DET;_;Case=Gen|Gender=Masc|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#181.832#181.969
135;канала;канал;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#181.969#182.106
136;уже;уже;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#182.106#182.243
137;догадались;догадаться;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@mvs1985m-words#@mvs1985m#182.243#182.38
138;хорошо;хорошо;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#182.38#182.526
139;а;а;CCONJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#220.147#220.331
140;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@mvs1985m-words#@mvs1985m#220.331#220.515
141;наоборот;наоборот;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#220.515#220.699
142;путинская;путинский;ADJ;_;Case=Nom|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#220.699#220.883
143;стабильность;стабильность;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#220.883#221.067
144;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@mvs1985m-words#@mvs1985m#221.067#221.251
145;до;до;ADP;_;_;_;_;_;@mvs1985m-words#@mvs1985m#221.251#221.435
146;сих;сей;DET;_;Case=Gen|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#221.435#221.619
147;пор;пора;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#221.619#221.803
148;его;он;PRON;_;Case=Acc|Gender=Neut|Number=Sing|Person=3;_;_;_;@mvs1985m-words#@mvs1985m#221.803#221.987
149;так;так;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#221.987#222.171
150;и;и;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#222.171#222.355
151;воспринимаем;воспринимать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#222.355#222.547
152;а;а;CCONJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#232.263#232.596
153;дак;так;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#232.596#232.929
154;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#232.929#233.262
155;не;не;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#233.262#233.595
156;проблема;проблема;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#233.595#233.928
157;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#233.928#234.261
158;была;быть;AUX;_;Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#234.261#234.594
159;сознательная;сознательный;ADJ;_;Case=Nom|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#234.594#234.927
160;политика;политика;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#234.927#235.26
161;властей;власть;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#235.26#235.593
162;вот;вот;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#235.593#235.926
163;на;на;ADP;_;_;_;_;_;@mvs1985m-words#@mvs1985m#235.926#236.259
164;протяжении;протяжение;NOUN;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#236.259#236.592
165;всех;весь;DET;_;Case=Gen|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#236.592#236.925
166;20;20;NUM;_;_;_;_;_;@mvs1985m-words#@mvs1985m#236.925#237.258
167;путинских;путинский;ADJ;_;Case=Gen|Degree=Pos|Gender=Masc|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#237.258#237.591
168;лет;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#237.591#237.936
169;аа;а;СCONJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#254.094#254.494
170;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;_;_;_;@mvs1985m-words#@mvs1985m#254.494#254.894
171;не;не;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#254.894#255.294
172;взрастили;взрастить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#255.294#255.694
173;конкурентноспособную;конкурентноспособный;ADJ;_;Case=Acc|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#255.694#256.094
174;себе;себя;PRON;_;Case=Dat;_;_;_;@mvs1985m-words#@mvs1985m#256.094#256.494
175;смену;смена;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#256.494#256.894
176;она;она;PRON;_;Case=Nom|Gender=Fem|Number=Sing|Person=3;_;_;_;@mvs1985m-words#@mvs1985m#257.305#257.586
177;не;не;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#257.586#257.867
178;может;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#257.867#258.148
179;выиг...;выиграть ;NOUN;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#258.148#258.431
180;да;да;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#259.621#259.747
181;создать;создать;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#262.126#262.415
182;условия;условие;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#262.415#262.705
183;ааа;а;СCONJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#282.589#282.948
184;в;в;ADP;_;_;_;_;_;@mvs1985m-words#@mvs1985m#282.948#283.307
185;связи;связь;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#283.307#283.666
186;с;с;ADP;_;_;_;_;_;@mvs1985m-words#@mvs1985m#283.666#284.025
187;этим;это;PRON;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#284.025#284.384
188;не;не;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#284.384#284.743
189;поздно;поздно;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#284.743#285.102
190;ли;ли;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#285.102#285.461
191;ли;ли;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#285.461#285.82
192;вообще;вообще;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#285.82#286.179
193;проводить;проводить;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#286.179#286.538
194;какую-либо;какой-либо;DET;_;Case=Acc|Gender=Fem|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#286.538#286.897
195;либерализацию;либерализация;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#286.897#287.256
196;законодательства;законодательство;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#287.256#287.615
197;о;о;ADP;_;_;_;_;_;@mvs1985m-words#@mvs1985m#287.615#287.974
198;митингах;митинг;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur;_;_;_;@mvs1985m-words#@mvs1985m#287.974#288.336
199;вот;вот;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#288.336#288.498
200;то;то;DET;_;Case=Acc|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#288.498#288.66
201;што;что;SCONJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#288.66#288.822
202;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@mvs1985m-words#@mvs1985m#288.822#288.984
203;говорили;говорить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#288.984#289.147
204;да;да;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#289.147#289.385
205;или;или;CCONJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#289.385#289.623
206;даже;даже;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#289.623#289.861
207;законодательства;законодательство;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#289.861#290.099
208;о;о;ADP;_;_;_;_;_;@mvs1985m-words#@mvs1985m#290.099#290.337
209;выборах?;выборах?;SYM;_;_;_;_;_;@mvs1985m-words#@mvs1985m#290.337#290.578
210;потому;потому;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#290.578#290.812
211;што;что;SCONJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#290.812#291.046
212;как;как;SCONJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#291.046#291.28
213;только;только;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#291.28#291.514
214;ты;ты;PRON;_;Case=Nom|Number=Sing|Person=2;_;_;_;@mvs1985m-words#@mvs1985m#291.514#291.748
215;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#291.748#291.982
216;отпустишь;отпустить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#291.982#292.221
217;это;это;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#292.221#292.573
218;же;же;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#292.573#292.925
